Scientific Name,Common Name,Rarity Status
Coreopsis bigelovii,Bigelow's tickseed,G3?
Coreopsis calliopsidea,leafstem tickseed,G3?
Coreopsis delphiniifolia,larkspurleaf tickseed,G3?Q
Coreopsis douglasii,Douglas' tickseed,G3G4
Coreopsis floridana,Florida tickseed,G3G4
Coreopsis gigantea,giant coreopsis,G3G4
Coreopsis grandiflora var. inclinata,Ketona tickseed,G5T2
Coreopsis hamiltonii,Mt. Hamilton tickseed,G2
Coreopsis integrifolia,fringeleaf tickseed,G1G2
Coreopsis intermedia,goldenwave tickseed,G3
Coreopsis latifolia,broadleaf tickseed,G3
Coreopsis maritima,sea dahlia,G3
Coreopsis nudata,Georgia tickseed,G3?
Coreopsis pulchra,woodland tickseed,G2
Coreopsis rosea,pink tickseed,G3
Coreopsis stillmanii,Stillman's tickseed,G3?
Corethrogyne filaginifolia var. filaginifolia,common sandaster,G4T3T4
Corispermum hookeri var. pseudodeclinatum,Hooker bugseed,G4G5T1
Corispermum navicula,crescent bugseed,G1?
Corispermum ochotense,Russian bugseed,G3G4
Corispermum ochotense var. alaskanum,Alaskan bugseed,G3G4T2?Q
Corispermum pacificum,common bugseed,G2G4
Corispermum pallidum,pale bugseed,GH
Corispermum welshii,Welsh's bugseed,G2G4
Cornutia obovata,nigua,G1
Corydalis caseana ssp. aquae-gelidae,coldwater fumewort,G5T3
Corydalis caseana ssp. brachycarpa,Sierra fumewort,G5T2
Corydalis caseana ssp. brandegeei,Brandegee's fumewort,G5T3T4
Corydalis caseana ssp. caseana,Sierra fumewort,G5T3
Corydalis caseana ssp. cusickii,Cusick's fumewort,G5T3?
Corydalis caseana ssp. hastata,Sierra fumewort,G5T3
Coryphantha macromeris var. runyonii,Runyon's beehive cactus,G5T2T3
Coryphantha nickelsiae,Nickels' cactus,G2
Coryphantha ramillosa,whiskerbush,G2G3
Coryphantha recurvata,Santa Cruz beehive cactus,G3
Coryphantha sulcata,pineapple cactus,G3G4
Coscinodon cribrosus,coscinodon moss,G3G4
Coursetia glabella,smooth babybonnets,G3?
Cranichis ricartii,Puerto Rico helmet orchid,G1G2
Crassula viridis,pricklyseed pygmyweed,G1G3
Crataegus aemula,Rome hawthorn,G2G3
Crataegus anamesa,Fort Bend hawthorn,G3Q
Crataegus apiomorpha,Fort Sheridan hawthorn,G3G4Q
Crataegus ater,Nashville hawthorn,G2G4Q
Crataegus beata,Dunbar's hawthorn,G2G4Q
Crataegus brazoria,Brazos hawthorn,G3Q
Crataegus canadensis,Canadian hawthorn,G3?Q
Crataegus dallasiana,Dallas hawthorn,G3Q
Crataegus dispessa,mink hawthorn,G3?
Crataegus distincta,distinct hawthorn,G1?Q
Crataegus harbisonii,Harbison's hawthorn,G1
Crataegus harveyana,Harvey's hawthorn,G3?
Crataegus ideae,Concord hawthorn,G3G4Q
Crataegus kelloggii,Kellogg's hawthorn,G3?
Crataegus lacrimata,Pensacola hawthorn,G3
Crataegus lanuginosa,woolly hawthorn,G3?Q
Crataegus latebrosa,densewoods hawthorn,G1G2Q
Crataegus lumaria,roundleaf hawthorn,G3G4
Crataegus membranacea,tissueleaf hawthorn,G2?Q
Crataegus menandiana,Menand's hawthorn,GH
Crataegus mendosa,Albertville hawthorn,G2G3Q
Crataegus nananixonii,Nixon's hawthorn,G1
Crataegus nitidula,Ontario hawthorn,G1G3Q
Crataegus okennonii,O'kennon's hawthorn,G2G4
Crataegus pearsonii,Pearson's hawthorn,GHQ
Crataegus pennsylvanica,Pennsylvania hawthorn,G3Q
Crataegus perjucunda,pearthorn,G1?Q
Crataegus phippsii,Phipps' hawthorn,G1G3
Crataegus poliophylla,elegant hawthorn,G3Q
Crataegus pulcherrima,beautiful hawthorn,G2G4
Crataegus saligna,willow hawthorn,G3G4
Crataegus stenosepala,duke hawthorn,G3Q
Crataegus suborbiculata,Caughuawaga hawthorn,G3?
Crataegus sutherlandensis,Sutherland hawthorn,G3Q
Crataegus texana,Texas hawthorn,G3Q
Crataegus tracyi,Tracy's hawthorn,G3Q
Crataegus triflora,threeflower hawthorn,G2G3
Crataegus turnerorum,Turner's hawthorn,G3Q
Crataegus viburnifolia,sawtooth hawthorn,G3Q
Crataegus warneri,Warner's hawthorn,G3Q
Crataegus wootoniana,Wooton's hawthorn,G2
Cratoneuron arcticum,arctic cratoneuron moss,G2G4
Crepis acuminata ssp. pluriflora,tapertip hawksbeard,G5T2T4
Crepis bakeri ssp. cusickii,Cusick's hawksbeard,G4T3?
Crepis bakeri ssp. idahoensis,Idaho hawksbeard,G4T2
Crepis modocensis ssp. glareosa,Modoc hawksbeard,G4G5T1?Q
Crepis modocensis ssp. rostrata,Modoc hawksbeard,G4G5T3T4
Crepis modocensis ssp. subacaulis,Modoc hawksbeard,G4G5T2T4
Crepis monticola,mountain hawksbeard,G3G4
Crepis nana ssp. clivicola,dwarf alpine hawksbeard,G5T1T2Q
Crepis nana ssp. ramosa,dwarf alpine hawksbeard,G5T2T4
Crepis runcinata ssp. andersonii,Anderson's hawksbeard,G5T3?
Crepis runcinata ssp. barberi,Barber's hawksbeard,G5T2T4
Crepis runcinata ssp. hallii,Hall's hawksbeard,G5T3?
Crepis runcinata ssp. imbricata,fiddleleaf hawksbeard,G5T3T4Q
Crescentia portoricensis,higuero de sierra,G1
Cressa nudicaulis,nakedstem alkaliweed,G3
Croomia pauciflora,croomia,G3
Crossidium rosei,Rose crossidium moss,G1G2
Crossidium seriatum,crossidium moss,G2G4
Crossopetalum ilicifolium,Christmasberry,G3
Crossosoma bigelovii var. bigelovii,ragged rockflower,G5T2T4
Crossosoma bigelovii var. glaucum,ragged rockflower,G5T3?Q
Crossosoma californicum,California rockflower,G2
Crotalaria avonensis,Avon Park rattlebox,G1
Croton alabamensis,Alabama croton,G3
Croton alabamensis var. alabamensis,Alabama croton,G3T3
Croton alabamensis var. texensis,Alabama croton,G3T2
Croton coryi,Cory's croton,G3
Croton elliottii,Elliott's croton,G2G3
Croton fishlockii,Fishlock's croton,G2
Croton glandulosus var. floridanus,vente conmigo,G5T3
Croton impressus,Puerto Rico croton,G1G3
Croton nummulariifolius,money croton,G3
Croton poecilanthus,sabinon,G2
Croton pottsii var. thermophilus,leatherweed,G5T1
Croton suaveolens,scented croton,G3
Croton texensis var. utahensis,Utah croton,G5T2T4
Croton wigginsii,Wiggins' croton,G2G3
Crumia latifolia,wideleaf crumia moss,G3
Cryphaea ravenelii,Ravenel's cryphaea moss,G3?
Cryptantha abata,dentnut cryptantha,G3
Cryptantha aperta,Grand Junction cryptantha,GH
Cryptantha atwoodii,Atwood's cryptantha,G2
Cryptantha barnebyi,oilshale cryptantha,G3
Cryptantha cinerea var. abortiva,James' cryptantha,G5T2T4
Cryptantha cinerea var. arenicola,James' cryptantha,G5T3?
Cryptantha circumscissa var. rosulata,cushion cryptantha,G5T2
Cryptantha clevelandii var. dissita,Cleveland's cryptantha,G5T2
Cryptantha clokeyi,Clokey's cryptantha,G2
Cryptantha compacta,compact cryptantha,G2G3
Cryptantha corollata,coast range cryptantha,G3?
Cryptantha crassipes,Terlingua Creek cryptantha,G1
Cryptantha creutzfeldtii,Creutzfeldt's cryptantha,G2
Cryptantha crinita,Sacramento cryptantha,G2
Cryptantha crymophila,subalpine cryptantha,G3
Cryptantha dumetorum,bushloving cryptantha,G3G4
Cryptantha elata,cliffdweller's cryptantha,G3
Cryptantha excavata,deepscar cryptantha,G2
Cryptantha ganderi,Gander's cryptantha,G1G2
Cryptantha glomeriflora,Truckee cryptantha,G3Q
Cryptantha grahamii,fragrant cryptantha,G3
Cryptantha hoffmannii,Hoffmann's cryptantha,G3?Q
Cryptantha holoptera,winged cryptantha,G3G4
Cryptantha hooveri,Hoover's cryptantha,GH
Cryptantha incana,Tulare cryptantha,G1
Cryptantha insolita,Las Vegas cryptantha,GHQ
Cryptantha johnstonii,Johnston's cryptantha,G1G2
Cryptantha jonesiana,San Rafael cryptantha,G2G3
Cryptantha leiocarpa,coastal cryptantha,G3G4
Cryptantha leucophaea,gray cryptantha,G2G3
Cryptantha longiflora,longflower cryptantha,G3
Cryptantha mariposae,Mariposa cryptantha,G2
Cryptantha maritima var. maritima,Guadalupe cryptantha,G5T2T4
Cryptantha maritima var. pilosa,Guadalupe cryptantha,G5T2T4
Cryptantha mensana,southwestern cryptantha,G3
Cryptantha micromeres,pygmyflower cryptantha,G3G4
Cryptantha microstachys,Tejon cryptantha,G3?
Cryptantha milo-bakeri,Milo Baker's cryptantha,G3G4
Cryptantha mirabunda,wonderful cryptantha,G1G3
Cryptantha mohavensis,Mojave cryptantha,G3?
Cryptantha muricata,pointed cryptantha,G3?
Cryptantha nemaclada,Colusa cryptantha,G3?
Cryptantha nevadensis var. rigida,Nevada cryptantha,G5T2T4
Cryptantha nubigena,Sierra cryptantha,G3?
Cryptantha ochroleuca,yellowwhite cryptantha,G1?
Cryptantha osterhoutii,Osterhout's cryptantha,G2G3
Cryptantha oxygona,sharpnut cryptantha,G3?
Cryptantha paradoxa,handsome cryptantha,G3G4
Cryptantha paysonii,Payson's cryptantha,G3
Cryptantha pterocarya var. stenoloba,wingnut cryptantha,G5T2T3
Cryptantha rattanii,Rattan's cryptantha,G3
Cryptantha rollinsii,Rollins' cryptantha,G3
Cryptantha roosiorum,bristlecone cryptantha,G2
Cryptantha rugulosa,wrinkled cryptantha,G3G4
Cryptantha salmonensis,Salmon River cryptantha,G3
Cryptantha semiglabra,smooth cryptantha,G1
Cryptantha shackletteana,Shacklette's cryptantha,G1Q
Cryptantha similis,desert cryptantha,G3?
Cryptantha sparsiflora,slender cryptantha,G3?
Cryptantha stricta,Yampa River cryptantha,G3
Cryptantha subcapitata,Wallowa cryptantha,G2
Cryptantha tenuis,canyon cryptantha,G3G4
Cryptantha thompsonii,Thompson's cryptantha,G3
Cryptantha traskiae,Trask's cryptantha,G2
Cryptantha weberi,Weber's cryptantha,G3
Cryptantha welshii,Welsh's cryptantha,G3
Cryptantha wetherillii,Wetherill's cryptantha,G3?
Cryptantha wigginsii,Wiggins' cryptantha,G2
Cryptocarya mannii,holio,G2
Cryptocolea imbricata,,G3
Ctenidium schofieldii,Schofield's ctenidium moss,G3G4
Ctenitis honolulensis,Honolulu lacefern,G3?
Ctenitis latifrons,delicate lacefern,G3?
Ctenitis squamigera,Pacific lacefern,G1
Ctenium floridanum,Florida orangegrass,G2
Cucurbita okeechobeensis,Okeechobee gourd,G1
Cuphea aspera,tropical waxweed,G2
Cuscuta attenuata,tapertip dodder,G1G3
Cuscuta brachycalyx,San Joaquin dodder,G2G3
Cuscuta brachycalyx var. apodanthera,San Joaquin dodder,G2G3T1T3
Cuscuta brachycalyx var. brachycalyx,San Joaquin dodder,G2G3T1T3
Cuscuta californica var. apiculata,chaparral dodder,G5T3?
Cuscuta californica var. papillosa,chaparral dodder,G5T3T4
Cuscuta dentatasquamata,los pinitos dodder,G1
Cuscuta erosa,Sonoran dodder,G3?
Cuscuta exaltata,tall dodder,G3
Cuscuta gronovii var. calyptrata,scaldweed,G5T1T3
Cuscuta harperi,Harper's dodder,G2G3
Cuscuta howelliana,Boggs Lake dodder,G3
Cuscuta indecora var. bifida,bigseed alfalfa dodder,G5T1T3Q
Cuscuta indecora var. indecora,bigseed alfalfa dodder,G5T2T4
Cuscuta mitriformis,Cochise dodder,G1G2
Cuscuta odontolepis,Santa Rita Mountain dodder,G2
Cuscuta plattensis,prairie dodder,G1Q
Cuscuta salina var. papillata,goldenthread,G5T1
Cuscuta sandwichiana,kauna'oa,G2?
Cuscuta suksdorfii,mountain dodder,G3?
Cuscuta suksdorfii var. subpedicellata,mountain dodder,G3?T2T3
Cuscuta suksdorfii var. suksdorfii,mountain dodder,G3?T2T3
Cuscuta tuberculata,tubercle dodder,G3G4
Cuscuta warneri,Warner's dodder,GH
Cusickiella quadricostata,Bodie Hills cusickiella,G2
Cyanea aculeatiflora,Haleakala cyanea,G3
Cyanea acuminata,Honolulu cyanea,G2
Cyanea angustifolia,'aku,G2G3
Cyanea arborea,palmtree cyanea,GH
Cyanea asarifolia,gingerleaf cyanea,G1
Cyanea aspleniifolia,spleenwort cyanea,G1
Cyanea calycina,O'ahu cyanea,G1
Cyanea comata,Maui cyanea,GH
Cyanea copelandii,treetrunk cyanea,G1
Cyanea copelandii ssp. copelandii,treetrunk cyanea,G1TH
Cyanea copelandii ssp. haleakalaensis,treetrunk cyanea,G1T1
Cyanea coriacea,leatherleaf cyanea,G3
Cyanea cylindrocalyx,splitleaf cyanea,GH
Cyanea dolichopoda,long-foot cyanea,GH
Cyanea duvalliorum,haha,G1
Cyanea eleeleensis,eleele cyanea,GH
Cyanea elliptica,ellipticleaf cyanea,G2G3
Cyanea fauriei,Faurie's cyanea,G3
Cyanea fissa,Kauai cyanea,G3
Cyanea fissa ssp. fissa,Kauai cyanea,G3T3
Cyanea fissa ssp. gayana,Kauai cyanea,G3T3
Cyanea giffardii,Kilauea Mauna cyanea,GH
Cyanea glabra,smooth cyanea,G1
Cyanea grimesiana,splitleaf cyanea,G1
Cyanea grimesiana ssp. grimesiana,splitleaf cyanea,G1T1
Cyanea grimesiana ssp. obatae,splitleaf cyanea,G1T1
Cyanea habenata,stream-bed cyanea,GH
Cyanea hamatiflora,wetforest cyanea,G1
Cyanea hamatiflora ssp. carlsonii,Carlson's cyanea,G1T1
Cyanea hamatiflora ssp. hamatiflora,wetforest cyanea,G1T1
Cyanea hardyi,Oahu cyanea,G3
Cyanea hirtella,rustyleaf cyanea,G3
Cyanea horrida,prickly cyanea,G2
Cyanea kahiliensis,spoonleaf cyanea,G2
Cyanea kolekoleensis,kolekole cyanea,G1
Cyanea kuhihewa,Limahuli Valley cyanea,GHC
Cyanea kunthiana,Kunth's cyanea,G2
Cyanea lanceolata,lanceleaf cyanea,G1
Cyanea leptostegia,giant kokee cyanea,G2
Cyanea lindseyana,Lindsey's cyanea,G1?Q
Cyanea linearifolia,linearleaf cyanea,GH
Cyanea lobata,Waihee Valley cyanea,G1
Cyanea lobata ssp. baldwinii,Waihee Valley cyanea,G1TH
Cyanea lobata ssp. lobata,Waihee Valley cyanea,G1T1
Cyanea longissima,streambank cyanea,GH
Cyanea macrostegia,purple cyanea,G3
Cyanea macrostegia ssp. gibsonii,Gibson's cyanea,G3T1
Cyanea macrostegia ssp. macrostegia,purple cyanea,G3T3
Cyanea magnicalyx,haha,G1
Cyanea mannii,Mann's cyanea,G2
Cyanea maritae,haha,G1
Cyanea marksii,Marks' cyanea,G1
Cyanea mauiensis,Maui cyanea,GH
Cyanea mceldowneyi,McEldowney's cyanea,G1
Cyanea membranacea,papery cyanea,G2
Cyanea munroi,Munro's cyanea,G1
Cyanea obtusa,bluntlobe cyanea,G1
Cyanea pilosa,hairy cyanea,G3
Cyanea pilosa ssp. longipedunculata,hairy cyanea,G3T3
Cyanea pilosa ssp. pilosa,hairy cyanea,G3T3
Cyanea pinnatifida,sharktail cyanea,G1
Cyanea platyphylla,puna cyanea,G1
Cyanea pohaku,pohaku cyanea,GH
Cyanea procera,Molokai cyanea,G1
Cyanea profuga,Mapulehu Valley cyanea,G1
Cyanea purpurellifolia,Panaluu Mountain rollandia,G1
Cyanea pycnocarpa,manyfruit cyanea,GH
Cyanea quercifolia,oakleaf cyanea,GH
Cyanea recta,Kealia cyanea,G2
Cyanea remyi,Remy's cyanea,G1
Cyanea salicina,willow cyanea,G1?
Cyanea scabra,harsh cyanea,G2
Cyanea sessilifolia,sessileleaf cyanea,GH
Cyanea shipmanii,Shipman's cyanea,G1
Cyanea solanacea,popolo,G1
Cyanea solenocalyx,pua kala,G2
Cyanea spathulata,spoonleaf cyanea,G3
Cyanea stictophylla,Kaiholena cyanea,G1
Cyanea superba,Mt. Kaala cyanea,G1
Cyanea superba ssp. regina,Mt. Kaala cyanea,G1TH
Cyanea superba ssp. superba,Mt. Kaala cyanea,G1T1
Cyanea sylvestris,Wahiawa cyanea,G3
Cyanea tritomantha,'aku 'aku,G1
Cyanea truncata,Punaluu cyanea,GH
Cyanea undulata,leechleaf cyanea,G1
Cycladenia humilis,Sacramento waxydogbane,G3G4
Cycladenia humilis var. jonesii,Jones' waxydogbane,G3G4T2Q
Cyclodictyon varians,cyclodictyon moss,G3?
Cylindrocolea obliqua,,G1Q
Cylindrocolea rhizantha,,G3?
Cymopterus aboriginum,Indian springparsley,G3G4
Cymopterus acaulis var. greeleyorum,Greeley springparsley,G5T2
Cymopterus acaulis var. higginsii,Higgins' springparsley,G5T2
Cymopterus acaulis var. parvus,plains springparsley,G5T2T3
Cymopterus basalticus,basalt springparsley,G2
Cymopterus beckii,featherleaf springparsley,G2G3
Cymopterus cinerarius,gray springparsley,G3
Cymopterus constancei,Constance's springparsley,G3G4
Cymopterus coulteri,twoleaf springparsley,G3
Cymopterus davisii,Davis' springparsley,G3
Cymopterus deserticola,desert springparsley,G2
Cymopterus douglassii,Douglass' springparsley,G3
Cymopterus duchesnensis,Uinta Basin springparsley,G3
Cymopterus evertii,Evert's springparsley,G2G3
Cymopterus gilmanii,Gilman's springparsley,G3?
Cymopterus globosus,globe springparsley,G3G4
Cymopterus goodrichii,Toiyabe springparsley,G1
Cymopterus jonesii,Jones' springparsley,G2G3
Cymopterus lapidosus,talus springparsley,G2G3
Cymopterus megacephalus,largeleaf springparsley,G3
Cymopterus minimus,Cedar Breaks springparsley,G1G2Q
Cymopterus panamintensis var. acutifolius,Panamint springparsley,G4?T2T4Q
Cymopterus panamintensis var. panamintensis,Panamint springparsley,G4?T1T3Q
Cymopterus planosus,Rocky Mountain springparsley,G3G4
Cymopterus ripleyi,Ripley's springparsley,G3
Cymopterus rosei,Rose's springparsley,G3Q
Cymopterus spellenbergii,Spellenberg's springparsley,G2
Cymopterus williamsii,Williams' springparsley,G2G3
Cynanchum arizonicum,Arizona swallow-wort,G3G4
Cynanchum blodgettii,Blodgett's swallow-wort,G1G2
Cynanchum monense,Mona Island swallow-wort,G2
Cynanchum northropiae,fragrant swallow-wort,G3G4
Cynanchum wigginsii,Wiggins' swallow-wort,G3G4
Cynodontium glaucescens,cynodontium moss,G3G4
Cynodontium strumulosum,cynodontium moss,G1
Cynoglossum occidentale,western hound's tongue,G3G4
Cyperus auriculatus,eared flatsedge,G1Q
Cyperus cephalanthus,buttonbush flatsedge,G3?Q
Cyperus fauriei,alpine flatsedge,G1
Cyperus floridanus,Florida flatsedge,G3
Cyperus granitophilus,granite flatsedge,G3G4Q
Cyperus grayoides,Illinois flatsedge,G3
Cyperus hillebrandii,Hillebrand's flatsedge,G3
Cyperus hillebrandii var. decipiens,Hillebrand's flatsedge,G3T3
Cyperus hillebrandii var. hillebrandii,Hillebrand's flatsedge,G3T3
Cyperus hypochlorus,Oahu flatsedge,G3
Cyperus hypochlorus var. brevior,Oahu flatsedge,G3T3
Cyperus hypochlorus var. hypochlorus,Oahu flatsedge,G3T3
Cyperus hypochlorus var. kauaiensis,Oahu flatsedge,G3TUTHQ
Cyperus hypopitys,pine flatsedge,G1G2
Cyperus neokunthianus,Maui flatsedge,GH
Cyperus onerosus,plains flatsedge,G2
Cyperus pennatiformis,coastal flatsedge,G1
Cyperus pennatiformis var. bryanii,Bryan's flatsedge,G1T1
Cyperus pennatiformis var. pennatiformis,coastal flatsedge,G1TH
Cyperus phleoides,Molokai flatsedge,G3
Cyperus phleoides var. hawaiensis,Molokai flatsedge,G3T3
Cyperus phleoides var. phleoides,Molokai flatsedge,G3T3
Cyperus rockii,Kauai flatsedge,GH
Cyperus sandwicensis,cliffs flatsedge,G3
Cyperus trachysanthos,sticky flatsedge,G1
Cyperus urbanii,Urban's flatsedge,G1
Cypripedium arietinum,ram's head lady's slipper,G3
Cypripedium californicum,California lady's slipper,G3
Cypripedium kentuckiense,Kentucky lady's slipper,G3
Cyrtandra biserrata,Molokai cyrtandra,G1
Cyrtandra calpidicarpa,valley cyrtandra,G3
Cyrtandra confertiflora,lava cyrtandra,G3
Cyrtandra cordifolia,heartleaf cyrtandra,G3
Cyrtandra crenata,Kahana Valley cyrtandra,GH
Cyrtandra cyaneoides,mapele,G1
Cyrtandra dentata,mountain cyrtandra,G1
Cyrtandra ferripilosa,red-hair cyrtandra,G1
Cyrtandra filipes,gulch cyrtandra,G1
Cyrtandra garnotiana,hahala,G3
Cyrtandra giffardii,forest cyrtandra,G2
Cyrtandra gracilis,Palolo Valley cyrtandra,G1
Cyrtandra grandiflora,largeflower cyrtandra,G3
Cyrtandra grayana,Pacific cyrtandra,G2G3
Cyrtandra halawensis,toothleaf cyrtandra,G1
Cyrtandra hashimotoi,Maui cyrtandra,G3
Cyrtandra hawaiensis,Hawai'i cyrtandra,G3
Cyrtandra hematos,singleflower cyrtandra,G1
Cyrtandra kalihii,Koolau Range cyrtandra,G2
Cyrtandra kamooloaensis,Kamo'oloa cyrtandra,G3
Cyrtandra kauaiensis,ulunahele,G3
Cyrtandra kaulantha,Waikane Valley cyrtandra,G1
Cyrtandra kealiae,Wahiawa Mountain cyrtandra,G3
Cyrtandra kohalae,Kohala Mountain cyrtandra,GH
Cyrtandra laxiflora,Oahu cyrtandra,G3
Cyrtandra lessoniana,Lesson's cyrtandra,G3
Cyrtandra limahuliensis,Limahuli cyrtandra,G2
Cyrtandra longifolia,longleaf cyrtandra,G3
Cyrtandra lydgatei,Lydgate's cyrtandra,G1
Cyrtandra lysiosepala,oppositeleaf cyrtandra,G3
Cyrtandra macraei,upland cyrtandra,G2
Cyrtandra macrocalyx,largecalyx cyrtandra,G2
Cyrtandra menziesii,ha'i wale,G3
Cyrtandra munroi,Lanaihale cyrtandra,G1
Cyrtandra oenobarba,shaggystem cyrtandra,G1
Cyrtandra olona,Kauai cyrtandra,GH
Cyrtandra oxybapha,Pohakea Gulch cyrtandra,G1
Cyrtandra paliku,cliffside cyrtandra,G1
Cyrtandra paludosa,kanawao ke'oke'o,G3
Cyrtandra paludosa var. microcarpa,kanawao ke'oke'o,G3T2?
Cyrtandra paludosa var. paludosa,kanawao ke'oke'o,G3T3
Cyrtandra pickeringii,Pickering's cyrtandra,G3
Cyrtandra platyphylla,'ilihia,G3
Cyrtandra polyantha,Niu Valley cyrtandra,G1
Cyrtandra procera,bog cyrtandra,G3
Cyrtandra propinqua,arrowleaf cyrtandra,G3
Cyrtandra pruinosa,frosted cyrtandra,GHQ
Cyrtandra rivularis,river cyrtandra,G1
Cyrtandra sandwicensis,hairy cyrtandra,G1
Cyrtandra sessilis,windyridge cyrtandra,G1
Cyrtandra spathulata,spoonleaf cyrtandra,G3
Cyrtandra subumbellata,parasol cyrtandra,G1
Cyrtandra tintinnabula,Laupahoehoe cyrtandra,G1
Cyrtandra viridiflora,greenleaf cyrtandra,G1
Cyrtandra wagneri,Wagner's cyrtandra,G1
